ts_code,code,portfolio_weight,portfolio_seed_weight,score_seed,source_latest_portfolio,source_latest_scores,source_integrated_thesis,source_router,target_exposure,cash_buffer,price,price_date,price_source,integrated_thesis_score,integrated_thesis_state,primary_event_type,primary_mechanism_group,primary_event_fact_id,primary_reason_chain,mechanism_reason_chain,earnings_reason,earnings_reason_chain,thesis_reason_chain,thesis_gate_stage,thesis_reject_reason,mechanism_primary,router_final_score,router_allow_entry,router_signal_state,event_fact_backed,seed_weight_norm,pred_score_norm,router_score_norm,thesis_score_norm,selection_score,candidate_pool_basis,candidate_tier,industry,valuation_trade_date,pe_pct_1y,pb_pct_1y,ps_pct_1y,pe_pct_industry,pb_pct_industry,ps_pct_industry,crowding_trade_date,turnover_pct_rank,crowding_score,fund_exposure_proxy,northbound_holding_change,margin_balance_change,revision_trade_date,eps_revision_7d,eps_revision_30d,analyst_count,revision_score,fact_contract_count,fact_contract_amount,fact_government_contracts,has_bid_award,has_new_order,valuation_signal_score,revision_signal_score,order_flow_signal_score,event_drive_signal_score,industry_signal_score,liquidity_signal_score,data_activation_score,activation_alpha_family,alpha_family_horizon,alpha_family_capacity,alpha_family_style,alpha_family_objective,alpha_family_risk_budget,alpha_family_default_state,activation_llm_boost,alpha_activation_priority,llm_symbol_favored,llm_symbol_blocked,llm_mechanism_favored,llm_event_favored
688496.SH,688496,0.05,0.05,0.0081711438810406,1.0,1.0,0.0,0.0,0.3,0.7,0.97,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.9579551528262502,0.20554984583761562,0.0,0.890869976197822,hard_data_only,F,,2026-05-29,0.0,0.0625,0.0625,0.0,0.003257328990228013,0.029315960912052116,2026-05-29,0.8567017798764983,0.6102919211454123,0.5564237688533528,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9912116237913258,0.0,0.0,0.0,0.0,0.4414876393804922,0.7140140595001196,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.6356791980684834,False,False,False,False
301139.SZ,301139,0.02,0.0,0.0084143073705716,0.0,1.0,0.0,0.0,0.3,0.7,4.31,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.9742129631863947,0.20554984583761562,0.0,0.7163122118284674,hard_data_only,F,,2026-05-29,0.0,0.0625,0.0625,0.0,0.0072992700729927005,0.007352941176470588,2026-05-29,0.9936432982201235,0.5925241665560489,0.18408141013992368,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9964117909075234,0.0,0.0,0.0,0.0,0.4250246092023504,0.7109994622210593,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.5545405322215282,False,False,False,False
300430.SZ,300430,0.05,0.05,0.0017110579352356,1.0,1.0,0.0,0.0,0.3,0.7,5.17,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.5260364777829606,0.20554984583761562,0.0,0.6986949253934733,hard_data_only,F,,2026-05-29,0.0,0.125,0.125,0.0,0.009345794392523364,0.12149532710280374,2026-05-29,0.8269160915365056,0.5554989257584889,0.4027803016536435,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9613179777761425,0.0,0.0,0.0,0.0,0.4190205628647237,0.6891854701859403,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.5395119337363476,False,False,False,False
600180.SH,600180,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,1.34,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.660491791177641,hard_data_only,F,,2026-05-29,0.0,0.15625,0.15625,0.0,0.021739130434782608,0.13043478260869565,2026-05-29,0.8723211042499092,0.7242114610536049,0.9777394148646193,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9542879150975693,0.0,0.0,0.0,0.0,0.491097711322385,0.7111964085306974,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.528776287860884,False,False,False,False
600370.SH,600370,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,1.42,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.6510648470452394,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.06274509803921569,0.00392156862745098,2026-05-29,0.5713766799854704,0.4688773811517398,0.6184808286389242,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9780392156862745,0.0,0.0,0.0,0.0,0.39655235961181645,0.6904608102445677,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.5180877338950506,False,False,False,False
000725.SZ,000725,0.02,0.0,0.0046308495930905,0.0,1.0,0.0,0.0,0.3,0.7,5.11,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.7212525406717322,0.20554984583761562,0.0,0.5975521046452363,hard_data_only,F,,2026-05-29,0.875,0.875,0.875,0.07488986784140969,0.016286644951140065,0.04234527687296417,2026-05-29,0.9206320377769706,0.5408288128543828,0.13792476830819553,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9565157257163801,0.0,0.0,0.0,0.0,0.40663914619485997,0.6820388990313225,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.49078586899721083,False,False,False,False
300532.SZ,300532,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,6.97,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.6257467079870721,hard_data_only,F,,2026-05-29,0.0625,0.0625,0.0625,0.021897810218978103,0.1897810218978102,0.07553956834532374,2026-05-29,0.27569923719578643,0.31979285776097166,0.6726331092131564,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9043424206551192,0.0,0.0,0.0,0.0,0.348859183045005,0.6320210614630686,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.4879638667183499,False,False,False,False
300068.SZ,300068,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,4.43,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.6175542351546408,hard_data_only,F,,2026-05-29,0.0,0.8125,0.1875,0.0,0.5362318840579711,0.031791907514450865,2026-05-29,0.8490737377406465,0.6245182679143609,0.630110848628021,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8039248211905152,0.0,0.0,0.0,0.0,0.44828262703921445,0.6115796456008058,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.4774269546135283,False,False,False,False
688622.SH,688622,0.05,0.05,0.0087999968156664,1.0,1.0,0.0,0.0,0.3,0.7,116.98,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,1.0,0.20554984583761562,0.0,0.7579382939114234,hard_data_only,F,,2026-05-29,0.0,1.0,1.0,0.0,0.9813084112149533,0.9906542056074766,2026-05-29,0.6427533599709407,0.5949735520545244,0.965836816282028,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.359356832732357,0.0,0.0,0.0,0.0,0.44807908784786055,0.3625482979553497,liquidity,short,low,tactical,intraday_liquidity_timing,low,shadow,0.0,0.46262505608908666,False,False,False,False
600611.SH,600611,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,4.73,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.6037552389720141,hard_data_only,F,,2026-05-29,0.0,0.875,0.875,0.0,0.14285714285714285,0.5714285714285714,2026-05-29,0.9128223755902651,0.5232225773360487,0.08468108304561149,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7790776152980876,0.0,0.0,0.0,0.0,0.39930970973643964,0.5800349600720474,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.46116665341764174,False,False,False,False
002726.SZ,002726,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,1.71,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.6039248333693985,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.75,0.010752688172043012,2026-05-29,0.818743189248093,0.6597399734213594,0.837724877339633,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7354425958851918,0.0,0.0,0.0,0.0,0.4658222038394357,0.5795438470779043,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.4609134999918865,False,False,False,False
300010.SZ,300010,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,2.81,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5992642234587422,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.3795620437956204,0.37050359712230213,2026-05-29,0.5543043952052307,0.4849055783659661,0.7201526440123569,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7567457052232804,0.0,0.0,0.0,0.0,0.40473872789070053,0.5694835369656892,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.4557277240107151,False,False,False,False
603359.SH,603359,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,2.84,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5894691347852785,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.18253968253968253,0.7874015748031497,2026-05-29,0.6767163094805666,0.5555030743393343,0.7332364165000909,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7001417391723672,0.0,0.0,0.0,0.0,0.4284253727579227,0.5463125081293778,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.44378378158169635,False,False,False,False
000078.SZ,000078,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,1.68,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5818793509065521,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.8378378378378378,0.10810810810810811,2026-05-29,0.7521794406102433,0.5429690903003804,0.5170815918589861,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.675377739944669,0.0,0.0,0.0,0.0,0.41813522235743006,0.5287402144176895,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.43472581242888475,False,False,False,False
688201.SH,688201,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,8.13,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5780918516999505,hard_data_only,F,,2026-05-29,0.71875,0.09375,0.09375,0.41605839416058393,0.08394160583941605,0.30935251798561153,2026-05-29,0.2715219760261533,0.22722641990542558,0.311557332364165,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7330099699767744,0.0,0.0,0.0,0.0,0.30801500726801173,0.5213709858034778,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.4309272049981914,False,False,False,False
688022.SH,688022,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,9.3,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5713564427326703,hard_data_only,F,,2026-05-29,0.625,0.125,0.125,0.5185185185185185,0.22377622377622378,0.1527777777777778,2026-05-29,0.3681438430802761,0.2732132587059636,0.282936580047247,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.6953641630314858,0.0,0.0,0.0,0.0,0.32238741164044316,0.5054633994881916,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.4227273405693544,False,False,False,False
600309.SH,600309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,73.45,20260529,tushare_snapshot,0.0,,,,,,,,,,,,price_inventory,-0.0048,True,watch,False,0.0,0.4116358517681971,0.18088386433710177,0.0,0.4173716949486593,hard_data_only,F,,2026-05-29,0.0625,0.0625,0.0625,0.058823529411764705,0.32941176470588235,0.13333333333333333,2026-05-29,0.08645114420632037,0.16128154744903864,0.4549336725422497,,,2026-03-17,3.0,3.0,1.0,1.0,,,,,,0.8251412691060676,1.0,0.0,0.0,0.0,0.29031707887850167,0.6465932590956585,revision,swing,mid,balanced,expectation_repricing,medium,live,0.0,0.4127525639453838,False,False,False,False
603799.SH,603799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,54.8,20260529,tushare_snapshot,0.0,,,,,,,,,,,,price_inventory,-0.003,True,watch,False,0.0,0.4116358517681971,0.19013360739979446,0.0,0.45045940156992137,hard_data_only,F,,2026-05-29,0.0625,0.0625,0.0625,0.03571428571428571,0.09090909090909091,0.1044776119402985,2026-05-29,0.5021794406102433,0.3469328373474456,0.282936580047247,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9253962382076731,0.0,0.0,0.0,0.0,0.34673279160898146,0.6430456983755303,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.41092390707805215,False,False,False,False
601688.SH,601688,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.7,18.18,20260529,tushare_snapshot,0.4981,watch,policy_supply_chain,macro_style,825c450eed7d43f18abd235a5d7f2198,"['event_type:policy_supply_chain', 'event_strength:0.966', 'mechanism_group:macro_style', 'mechanism_fit:0.476', 'mechanism_state:0.103', 'router_allow_entry:true', 'expectation:model:market_implied_trailing_profit', 'risk_budget:0.900', 'new_position_policy:selective']","['mechanism_group:macro_style', 'mechanism_fit:0.476', 'mechanism_state:0.103', 'router_allow_entry:true']",expectation:model:market_implied_trailing_profit,['expectation:model:market_implied_trailing_profit'],"['event_type:policy_supply_chain', 'event_strength:0.966', 'mechanism_group:macro_style', 'mechanism_fit:0.476', 'mechanism_state:0.103', 'router_allow_entry:true', 'expectation:model:market_implied_trailing_profit', 'risk_budget:0.900', 'new_position_policy:selective']",earnings_soft_gate,,macro_style,0.1033,True,hold,True,0.0,0.4116358517681971,0.736382322713258,0.9807048631620398,0.4358617928724064,hard_data_only,B,,2026-05-29,0.125,0.1875,0.125,0.02,0.22,0.1836734693877551,2026-05-29,0.280602978568834,0.32485226332643313,0.6820825004542976,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8618621243773098,0.0,0.0,0.0,0.0,0.35079890799505814,0.6089303965295145,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.39333853337384866,False,False,False,False
301082.SZ,301082,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,10.44,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5468922566016063,hard_data_only,F,,2026-05-29,0.0625,0.0625,0.0625,0.6564885496183206,0.43768115942028984,0.17630057803468208,2026-05-29,0.4275335997094079,0.37720235681636916,0.5682355079047792,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.5651233017591115,0.0,0.0,0.0,0.0,0.36484754022985494,0.44781416346785025,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.39301095805703223,False,False,False,False
600303.SH,600303,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,3.23,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5468297673240822,hard_data_only,F,,2026-05-29,0.0,0.6875,0.6875,0.0,0.5909090909090909,0.8181818181818182,2026-05-29,0.8972030512168543,0.500571436482917,0.028439033254588405,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.54794201861131,0.0,0.0,0.0,0.0,0.39022890696703166,0.44732993693046497,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3927613543848781,False,False,False,False
300352.SZ,300352,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,3.11,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5439509167824078,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.572992700729927,0.8129496402877698,2026-05-29,0.533418089357065,0.38226328550837013,0.35553334544793747,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.555788588279902,0.0,0.0,0.0,0.0,0.3604662365786784,0.44100945460506935,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.38950334294518524,False,False,False,False
300663.SZ,300663,0.05,0.05,0.0,1.0,1.0,0.0,0.0,0.3,0.7,7.77,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4116358517681971,0.20554984583761562,0.0,0.5418922445725584,hard_data_only,F,,2026-05-29,0.0,0.6875,0.0625,0.0,0.8978102189781022,0.45323741007194246,2026-05-29,0.6037050490374137,0.38126092797911837,0.19689260403416317,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.5504409829226107,0.0,0.0,0.0,0.0,0.35562094330305666,0.4362704900257624,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3870605545602474,False,False,False,False
002630.SZ,002630,0.02,0.0,-0.0039717223754376,0.0,1.0,0.0,0.0,0.3,0.7,1.63,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.1460881360829642,0.20554984583761562,0.0,0.35810981080256604,hard_data_only,F,,2026-05-29,0.0,0.0,0.6875,0.0,0.0,0.05555555555555555,2026-05-29,0.5793679622230294,0.42829711845581175,0.43857895693258225,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9844488188976377,0.0,0.0,0.0,0.0,0.3780317319518002,0.6873827620853252,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3825222855150808,False,False,False,False
600491.SH,600491,0.02,0.0,-0.0050591728263315,0.0,1.0,0.0,0.0,0.3,0.7,1.33,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.07338164860498797,0.20554984583761562,0.0,0.3291942423648477,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.007936507936507936,0.1968503937007874,2026-05-29,0.7539048310933527,0.6288490018224053,0.8568053788842449,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9391157060091897,0.0,0.0,0.0,0.0,0.45616362817842004,0.6901237015093774,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3699013550376935,False,False,False,False
000100.SZ,000100,0.02,0.0,-0.0051615724084525,0.0,1.0,0.0,0.0,0.3,0.7,4.28,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.06653525488736117,0.20554984583761562,0.0,0.32678100823772027,hard_data_only,F,,2026-05-29,0.125,0.125,0.1875,0.004405286343612335,0.019543973941368076,0.009771986970684038,2026-05-29,0.7962223029422448,0.46992753647104224,0.12802107941123023,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9898557234543618,0.0,0.0,0.0,0.0,0.38294267222488604,0.6921785671354016,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3696390838979789,False,False,False,False
301360.SZ,301360,0.05,0.05,0.0025837606856934,1.0,1.0,0.0,0.0,0.3,0.7,87.7,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.5843850228095386,0.20554984583761562,0.0,0.5725839974596418,hard_data_only,F,,2026-05-29,1.0,1.0,1.0,0.7083333333333334,0.6398601398601399,0.8229166666666666,2026-05-29,0.9433345441336723,0.7485041791753915,0.9186807196074869,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.2814664379255914,0.0,0.0,0.0,0.0,0.49743964235933513,0.33669947648769183,liquidity,short,low,tactical,intraday_liquidity_timing,low,shadow,0.0,0.3690788321074737,False,False,False,False
603313.SH,603313,0.02,0.0,-0.0057078593335847,0.0,1.0,0.0,0.0,0.3,0.7,5.7,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.03001073696669899,0.20554984583761562,0.0,0.31311452333401896,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.05714285714285714,0.028169014084507043,2026-05-29,0.4978205593897566,0.5093773570919511,0.9423041977103398,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9726971276477764,0.0,0.0,0.0,0.0,0.41914189482836917,0.6956014736209677,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.36435352645391333,False,False,False,False
