ts_code,code,portfolio_weight,portfolio_seed_weight,score_seed,source_latest_portfolio,source_latest_scores,source_integrated_thesis,source_router,target_exposure,cash_buffer,price,price_date,price_source,integrated_thesis_score,integrated_thesis_state,primary_event_type,primary_mechanism_group,primary_event_fact_id,primary_reason_chain,mechanism_reason_chain,earnings_reason,earnings_reason_chain,thesis_reason_chain,thesis_gate_stage,thesis_reject_reason,mechanism_primary,router_final_score,router_allow_entry,router_signal_state,event_fact_backed,seed_weight_norm,pred_score_norm,router_score_norm,thesis_score_norm,selection_score,candidate_pool_basis,candidate_tier,industry,valuation_trade_date,pe_pct_1y,pb_pct_1y,ps_pct_1y,pe_pct_industry,pb_pct_industry,ps_pct_industry,crowding_trade_date,turnover_pct_rank,crowding_score,fund_exposure_proxy,northbound_holding_change,margin_balance_change,revision_trade_date,eps_revision_7d,eps_revision_30d,analyst_count,revision_score,fact_contract_count,fact_contract_amount,fact_government_contracts,has_bid_award,has_new_order,valuation_signal_score,revision_signal_score,order_flow_signal_score,event_drive_signal_score,industry_signal_score,liquidity_signal_score,data_activation_score,activation_alpha_family,alpha_family_horizon,alpha_family_capacity,alpha_family_style,alpha_family_objective,alpha_family_risk_budget,alpha_family_default_state,activation_llm_boost,alpha_activation_priority,llm_symbol_favored,llm_symbol_blocked,llm_mechanism_favored,llm_event_favored
600745.SH,600745,0.02,0.0,-0.0039118394642612,0.0,1.0,0.0,0.0,0.3,0.7,20.67,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.1500918827621924,0.20554984583761562,0.0,0.3388068829638321,hard_data_only,F,,2026-05-29,0.0,0.1875,0.8125,0.0,0.005154639175257732,0.010309278350515464,2026-05-29,0.027606247729749366,0.015228866016944563,0.00018171906232963838,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9962720188326974,0.0,0.0,0.0,0.0,0.22914379802414928,0.6404040978350044,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.35907905262802997,False,False,False,False
002045.SZ,002045,0.02,0.0,-0.0056210423797855,0.0,1.0,0.0,0.0,0.3,0.7,9.14,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.03581528259826216,0.20554984583761562,0.0,0.3078883449666598,hard_data_only,F,,2026-05-29,0.0,0.0625,0.0625,0.0,0.009771986970684038,0.026058631921824105,2026-05-29,0.577188521612786,0.35454709048506977,0.14837361439214974,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9899125394341992,0.0,0.0,0.0,0.0,0.3454182300698869,0.6787015849083109,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3567625539396345,False,False,False,False
300245.SZ,300245,0.02,0.0,-0.005344318489357,0.0,1.0,0.0,0.0,0.3,0.7,6.61,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.05431692748493993,0.20554984583761562,0.0,0.3109301288908543,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.05474452554744526,0.27697841726618705,2026-05-29,0.7798764983654195,0.6250069423546606,0.7842994730147193,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8985998533778299,0.0,0.0,0.0,0.0,0.4528315908531273,0.6662352905987107,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.35390775389128676,False,False,False,False
002092.SZ,002092,0.02,0.0,-0.0061333355292826,0.0,1.0,0.0,0.0,0.3,0.7,4.64,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.0015635744598855698,0.20554984583761562,0.0,0.2948153970127941,hard_data_only,F,,2026-05-29,0.0,0.125,0.125,0.0,0.00392156862745098,0.01568627450980392,2026-05-29,0.47130403196512893,0.3406273575044989,0.32564055969471195,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.995084143893778,0.0,0.0,0.0,0.0,0.3458656325320965,0.6817587482920705,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.35172716486375966,False,False,False,False
600050.SH,600050,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,4.35,20260529,tushare_snapshot,0.0,,,,,,,,,,,,trend_capex,0.0246,False,watch,False,0.0,0.4116358517681971,0.3319630010277493,0.0,0.3994905449898305,hard_data_only,F,,2026-05-29,0.71875,0.09375,0.09375,0.25,0.2,0.2,2026-05-29,0.03214674900108972,0.04280337231767185,0.10049064146829002,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7834448818897637,0.0,0.0,0.0,0.0,0.2411044724602775,0.5255267439439676,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3503465526599599,False,False,False,False
600759.SH,600759,0.05,0.05,0.0008997638160201,1.0,1.0,0.0,0.0,0.3,0.7,2.76,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.4717936884483202,0.20554984583761562,0.0,0.526257469125599,hard_data_only,F,,2026-05-29,0.3125,0.1875,0.1875,0.7058823529411765,0.23809523809523808,0.7142857142857143,2026-05-29,0.09916454776607338,0.054631360802505184,0.00036343812465927677,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.4556595866693133,0.0,0.0,0.0,0.0,0.2421613698541838,0.34234746168232166,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.350257823708533,False,False,False,False
601718.SH,601718,0.02,0.0,-0.0041032968628869,0.0,1.0,0.0,0.0,0.3,0.7,2.08,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.13729112025912593,0.20554984583761562,0.0,0.32797830541413103,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.015873015873015872,0.28125,2026-05-29,0.12259353432618961,0.24019584238930797,0.6910775940396148,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.910918361767279,0.0,0.0,0.0,0.0,0.32309767550719504,0.6264294457722664,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.34940475354936423,False,False,False,False
000878.SZ,000878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,17.72,20260529,tushare_snapshot,0.0,,,,,,,,,,,,price_inventory,-0.0028,True,watch,False,0.0,0.4116358517681971,0.19116135662898256,0.0,0.39862129810728114,hard_data_only,F,,2026-05-29,0.09375,0.15625,0.09375,0.4375,0.3333333333333333,0.1111111111111111,2026-05-29,0.4625862695241555,0.38012660960481287,0.5028166454661094,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.6979248687664041,0.0,0.0,0.0,0.0,0.36395169912938385,0.5218605381957646,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3484567379823806,False,False,False,False
002694.SZ,002694,0.02,0.0,-0.0053655404523443,0.0,1.0,0.0,0.0,0.3,0.7,2.42,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.05289803581504741,0.20554984583761562,0.0,0.2981880752494245,hard_data_only,F,,2026-05-29,0.0,0.0,0.1875,0.0,0.0,0.275,2026-05-29,0.23392662549945514,0.3103559914715475,0.7267853897873887,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9183562992125983,0.0,0.0,0.0,0.0,0.34728367747550615,0.6393016514502373,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.33975042890588114,False,False,False,False
300543.SZ,300543,0.02,0.0,-0.0058195283843644,0.0,1.0,0.0,0.0,0.3,0.7,8.47,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.022544590407545195,0.20554984583761562,0.0,0.28878281711573417,hard_data_only,F,,2026-05-29,0.0,0.0625,0.0625,0.0,0.04234527687296417,0.13680781758957655,2026-05-29,0.5154377043225572,0.3065690582932706,0.0923132836634563,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.945156326143271,0.0,0.0,0.0,0.0,0.327978567938626,0.6473598270981371,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.33804534791866797,False,False,False,False
688287.SH,688287,0.02,0.0,0.0078081601691663,0.0,1.0,0.0,0.0,0.3,0.7,0.35,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.9336862119467791,0.20554984583761562,0.0,0.5249370293310356,hard_data_only,F,,2026-05-29,0.0,0.07692307692307693,0.07692307692307693,0.0,1.0,1.0,2026-05-29,0.3932074100980748,0.23743434631534405,0.08468108304561149,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.35,0.0,0.0,0.0,0.0,0.3049301269586777,0.305774845705124,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3378374157818964,False,False,False,False
603113.SH,603113,0.02,0.0,-0.0057138214195653,0.0,1.0,0.0,0.0,0.3,0.7,5.14,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.029612114363402633,0.20554984583761562,0.0,0.289307148355368,hard_data_only,F,,2026-05-29,0.0,0.125,0.125,0.0,0.00784313725490196,0.00784313725490196,2026-05-29,0.044496912459135486,0.03378640379691848,0.037252407777575866,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.9960737995985796,0.0,0.0,0.0,0.0,0.23632717761924896,0.6428791117181343,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.33709985173407364,False,False,False,False
300396.SZ,300396,0.02,0.0,-0.0056776111601489,0.0,1.0,0.0,0.0,0.3,0.7,7.97,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.03203311733477352,0.20554984583761562,0.0,0.29063924026026605,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.1408839779005525,0.17679558011049723,2026-05-29,0.3432618961133309,0.40951455894446903,0.8828820643285481,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8986242223865663,0.0,0.0,0.0,0.0,0.3844719850430329,0.6416394791519691,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3369281615838693,False,False,False,False
301387.SZ,301387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.7,93.3,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.4116358517681971,0.20554984583761562,0.0,0.3887394734709181,hard_data_only,F,,2026-05-29,0.0,0.875,0.875,0.0,0.5863192182410424,0.5798045602605864,2026-05-29,0.9262622593534326,0.5650957054828398,0.222605851353807,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.6213431993639231,0.0,0.0,0.0,0.0,0.41706279925583584,0.49809479937589785,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3362062411117905,False,False,False,False
688538.SH,688538,0.02,0.0,-0.0058575803207988,0.0,1.0,0.0,0.0,0.3,0.7,2.35,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.020000453672297833,0.20554984583761562,0.0,0.2857616042484779,hard_data_only,F,,2026-05-29,0.0,0.875,0.875,0.0,0.23195876288659795,0.15463917525773196,2026-05-29,0.6569197239375227,0.5413440091687267,0.7201526440123569,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8734211380793895,0.0,0.0,0.0,0.0,0.4233771285441209,0.6415316036003417,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.33455001151772723,False,False,False,False
002717.SZ,002717,0.02,0.0,-0.003277620975677,0.0,1.0,0.0,0.0,0.3,0.7,0.91,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.19249546865490463,0.20554984583761562,0.0,0.33038960191220623,hard_data_only,F,,2026-05-29,0.0,0.0,0.75,0.0,0.0,0.9661016949152542,2026-05-29,0.9142753359970941,0.7373825996175913,0.9381246592767581,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.710209528893634,0.0,0.0,0.0,0.0,0.49432011339171344,0.5756725770014519,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3338967093400507,False,False,False,False
603008.SH,603008,0.02,0.0,-0.0047626546354125,0.0,1.0,0.0,0.0,0.3,0.7,8.84,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.09320673223737122,0.20554984583761562,0.0,0.30168848963549055,hard_data_only,F,,2026-05-29,0.84375,0.21875,0.21875,0.37209302325581395,0.04285714285714286,0.04225352112676056,2026-05-29,0.7390119869233563,0.44634392698920167,0.15954933672542249,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8432225821510273,0.0,0.0,0.0,0.0,0.3760515148721754,0.6075831913585585,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.33118093305837765,False,False,False,False
002460.SZ,002460,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,71.48,20260529,tushare_snapshot,0.0,,,,,,,,,,,,price_inventory,0.0074,True,watch,False,0.0,0.4116358517681971,0.24357656731757452,0.0,0.3804973332018512,hard_data_only,F,,2026-05-29,0.07692307692307693,0.0625,0.0625,0.35714285714285715,0.3181818181818182,0.5373134328358209,2026-05-29,0.6324010170722848,0.4696631906817792,0.48737052516809015,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.6029888139830554,0.0,0.0,0.0,0.0,0.3930810006454694,0.47918289606288,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.32645774500531316,False,False,False,False
688380.SH,688380,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,46.0,20260529,tushare_snapshot,0.0,,,,,,,,,,,,trend_capex,0.0412,False,watch,False,0.0,0.4116358517681971,0.41726618705035967,0.0,0.37557269638887286,hard_data_only,F,,2026-05-29,0.4375,0.6875,0.1875,0.20279720279720279,0.4484536082474227,0.5773195876288659,2026-05-29,0.5917181256810752,0.4068551090482694,0.32564055969471195,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.5993655686792305,0.0,0.0,0.0,0.0,0.3677368885200924,0.4680299983276024,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3207087741931869,False,False,False,False
002542.SZ,002542,0.02,0.0,-0.0060453475632435,0.0,1.0,0.0,0.0,0.3,0.7,1.66,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.007446413485586214,0.20554984583761562,0.0,0.270367068854262,hard_data_only,F,,2026-05-29,0.0,0.0,0.1875,0.0,0.0,0.5590551181102362,2026-05-29,0.569197239375227,0.5237163046620081,0.8426312920225332,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8328042656085312,0.0,0.0,0.0,0.0,0.42104094652667684,0.6179451294903812,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3199687403803836,False,False,False,False
600481.SH,600481,0.02,0.0,-0.0058127409411519,0.0,1.0,0.0,0.0,0.3,0.7,5.43,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.022998396054075065,0.20554984583761562,0.0,0.2729935104157862,hard_data_only,F,,2026-05-29,0.0,0.5,0.6875,0.0,0.32463768115942027,0.23121387283236994,2026-05-29,0.9093715946240465,0.5669815622149501,0.2673087406868981,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8179206648553198,0.0,0.0,0.0,0.0,0.41895765317373684,0.6088603274615244,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3182876505627106,False,False,False,False
601929.SH,601929,0.02,0.0,-0.0044705937860815,0.0,1.0,0.0,0.0,0.3,0.7,2.84,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.11273379985432443,0.20554984583761562,0.0,0.2949465052500364,hard_data_only,F,,2026-05-29,0.0,0.625,0.0625,0.0,0.23529411764705882,0.34285714285714286,2026-05-29,0.5486741736287686,0.30261124615909735,0.00336180265309831,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8155660689472639,0.0,0.0,0.0,0.0,0.3241403297742302,0.5734075173291907,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.31733355209409403,False,False,False,False
002581.SZ,002581,0.02,0.0,-0.0030188274335272,0.0,1.0,0.0,0.0,0.3,0.7,4.3,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.20979829786999996,0.20554984583761562,0.0,0.3182056708437384,hard_data_only,F,,2026-05-29,0.0,0.1875,0.1875,0.0,0.17721518987341772,0.569620253164557,2026-05-29,0.3191064293498002,0.1858665226951795,0.04143194621115755,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7675969301305691,0.0,0.0,0.0,0.0,0.2866695156687617,0.5330553065138729,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.31526862649656906,False,False,False,False
600111.SH,600111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,48.62,20260529,tushare_snapshot,0.0,,,,,,,,,,,,price_inventory,0.0156,True,watch,False,0.0,0.4116358517681971,0.2857142857142857,0.0,0.33500647522399574,hard_data_only,F,,2026-05-29,0.125,0.125,0.125,0.6071428571428571,0.6818181818181818,0.43283582089552236,2026-05-29,0.5539411551035234,0.4375269847526947,0.5314373977830275,,,2026-04-14,3.0,3.0,1.0,1.0,,,,,,0.4196827690466779,1.0,0.0,0.0,0.0,0.3837222056884392,0.45316234471397776,revision,swing,mid,balanced,expectation_repricing,medium,live,0.0,0.3130449626261561,False,False,False,False
002790.SZ,002790,0.02,0.0,-0.0061567214720009,0.0,1.0,0.0,0.0,0.3,0.7,6.32,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.0,0.20554984583761562,0.0,0.2622492370659291,hard_data_only,F,,2026-05-29,0.0,0.0625,0.0625,0.0,0.18571428571428572,0.323943661971831,2026-05-29,0.3890301489284417,0.40845140836893845,0.7779393058331819,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8386153931462792,0.0,0.0,0.0,0.0,0.3811346419426384,0.6068330912612663,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3128035253527354,False,False,False,False
300710.SZ,300710,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.7,45.32,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.4116358517681971,0.20554984583761562,0.0,0.36826652496566326,hard_data_only,F,,2026-05-29,0.0,0.9375,0.9375,0.0,0.781021897810219,0.8161764705882353,2026-05-29,0.9780239738467127,0.7549084609200715,0.8679811012175177,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.48200650899476977,0.0,0.0,0.0,0.0,0.498111906651723,0.4492439314316914,liquidity,short,low,tactical,intraday_liquidity_timing,low,shadow,0.0,0.31102514283363186,False,False,False,False
300376.SZ,300376,0.02,0.0,-0.005082722113872,0.0,1.0,0.0,0.0,0.3,0.7,5.13,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.07180715297783444,0.20554984583761562,0.0,0.27705651709379125,hard_data_only,F,,2026-05-29,0.0,0.0625,0.0625,0.0,0.1246376811594203,0.4797687861271676,2026-05-29,0.22248456229567745,0.25522585870837944,0.5314373977830275,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8130606220716503,0.0,0.0,0.0,0.0,0.32351852216190463,0.5717806163384099,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.30859527794151553,False,False,False,False
688602.SH,688602,0.02,0.0,-0.0056318804159311,0.0,1.0,0.0,0.0,0.3,0.7,6.9,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.03509065598317528,0.20554984583761562,0.0,0.2665869876816887,hard_data_only,F,,2026-05-29,0.0,0.125,0.75,0.0,0.10980392156862745,0.7254901960784313,2026-05-29,0.7519070105339629,0.6319978835966962,0.8737961112120661,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.744245792805311,0.0,0.0,0.0,0.0,0.45768701184675287,0.5815449682358053,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.30654148197171815,False,False,False,False
002724.SZ,002724,0.02,0.0,-0.006040161440383,0.0,1.0,0.0,0.0,0.3,0.7,5.41,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.007793155515539175,0.20554984583761562,0.0,0.2569384413403833,hard_data_only,F,,2026-05-29,0.16666666666666666,0.0625,0.0625,0.30837004405286345,0.029315960912052116,0.24104234527687296,2026-05-29,0.3195604794769343,0.3731733100506748,0.7896601853534436,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.8103936013580245,0.0,0.0,0.0,0.0,0.36981782311206834,0.5869548330808384,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3040611375918465,False,False,False,False
603330.SH,603330,0.02,0.0,-0.0051231478653524,0.0,1.0,0.0,0.0,0.3,0.7,6.42,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.0691043039502016,0.20554984583761562,0.0,0.2694978422053018,hard_data_only,F,,2026-05-29,0.0,0.6875,0.6875,0.0,0.23076923076923078,0.5375,2026-05-29,0.6405739193606974,0.40796711848683537,0.222605851353807,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7585270290732888,0.0,0.0,0.0,0.0,0.3651721723039241,0.5562371183104544,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.30006138600540266,False,False,False,False
300891.SZ,300891,0.02,0.0,-0.0059982336143041,0.0,1.0,0.0,0.0,0.3,0.7,7.09,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.010596432629708764,0.20554984583761562,0.0,0.24879105606605634,hard_data_only,F,,2026-05-29,0.0,0.0625,0.0625,0.0,0.38823529411764707,0.24705882352941178,2026-05-29,0.3445332364693062,0.311335911350141,0.48737052516809015,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7908893006021306,0.0,0.0,0.0,0.0,0.3407945138566708,0.5655840333255947,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.2935862453664332,False,False,False,False
002514.SZ,002514,0.02,0.0,-0.0059552681225388,0.0,1.0,0.0,0.0,0.3,0.7,4.35,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.01346908764258868,0.20554984583761562,0.0,0.24992937275930768,hard_data_only,F,,2026-05-29,0.0,0.0,0.875,0.0,0.0,0.875,2026-05-29,0.9068289139120959,0.5694900476634646,0.282936580047247,,,2026-03-06,0.0,0.0,,0.5,,,,,,0.7376476377952755,0.0,0.0,0.0,0.0,0.4202307679909645,0.5643657536421016,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.2935127397947298,False,False,False,False
